,map_id,img_name,counts,my_dis,car_dis
1686,000368,3.jpg,2,143.0,244.0
1687,000368,4.jpg,2,193.0,387.0
1688,000368,5.jpg,4,190.0,45.0
1689,000369,1.jpg,5,460.0,88.0
1690,000369,2.jpg,6,285.0,31.0
1691,000369,3.jpg,5,298.0,54.0
1692,000369,4.jpg,4,269.0,91.0
1693,000369,5.jpg,4,176.0,31.0
1694,000370,1.jpg,0,0.0,0.0
1695,000370,2.jpg,0,0.0,0.0
1696,000370,3.jpg,0,0.0,0.0
1697,000370,4.jpg,0,0.0,0.0
1698,000371,1.jpg,0,0.0,0.0
1699,000371,2.jpg,1,75.0,0.0
1700,000371,3.jpg,0,0.0,0.0
1701,000371,4.jpg,2,183.0,367.0
1702,000372,1.jpg,6,473.0,42.0
1703,000372,2.jpg,6,450.0,46.0
1704,000372,3.jpg,3,294.0,153.0
1705,000372,4.jpg,5,385.0,150.0
1706,000372,5.jpg,5,230.0,34.0
1707,000373,1.jpg,6,208.0,11.0
1708,000373,2.jpg,7,200.0,35.0
1709,000373,3.jpg,3,181.0,22.0
1710,000373,4.jpg,2,182.0,108.0
1711,000374,1.jpg,5,315.0,17.0
1712,000374,2.jpg,4,391.0,4.0
1713,000374,3.jpg,3,405.0,39.0
1714,000374,4.jpg,4,291.0,25.0
1715,000374,5.jpg,6,311.0,18.0
1716,000375,1.jpg,4,665.0,11.0
1717,000375,2.jpg,3,667.0,209.0
1718,000375,3.jpg,2,226.0,305.0
1719,000375,4.jpg,2,323.0,75.0
1720,000375,5.jpg,3,382.0,44.0
1721,000376,1.jpg,5,628.0,12.0
1722,000376,2.jpg,6,729.0,46.0
1723,000376,3.jpg,10,635.0,17.0
1724,000376,4.jpg,12,445.0,14.0
1725,000377,1.jpg,4,219.0,28.0
1726,000377,2.jpg,4,188.0,28.0
1727,000377,3.jpg,3,198.0,74.0
1728,000377,4.jpg,6,281.0,53.0
1729,000377,5.jpg,5,190.0,28.0
1730,000378,1.jpg,3,552.0,138.0
1731,000378,2.jpg,2,410.0,70.0
1732,000378,3.jpg,2,388.0,85.0
1733,000378,4.jpg,2,385.0,90.0
1734,000378,5.jpg,2,402.0,129.0
1735,000379,1.jpg,1,688.0,0.0
1736,000379,2.jpg,1,601.0,0.0
1737,000379,3.jpg,1,605.0,0.0
1738,000379,4.jpg,1,562.0,0.0
1739,000380,1.jpg,7,267.0,27.0
1740,000380,2.jpg,7,248.0,16.0
1741,000380,3.jpg,7,237.0,17.0
1742,000380,4.jpg,6,191.0,6.0
1743,000380,5.jpg,5,213.0,17.0
1744,000381,1.jpg,1,267.0,0.0
1745,000381,2.jpg,2,752.0,774.0
1746,000381,3.jpg,2,783.0,705.0
1747,000381,4.jpg,2,791.0,688.0
1748,000381,5.jpg,0,0.0,0.0
1749,000382,1.jpg,1,308.0,0.0
1750,000382,2.jpg,1,307.0,0.0
1751,000382,3.jpg,2,369.0,110.0
1752,000382,4.jpg,1,330.0,0.0
1753,000383,1.jpg,4,251.0,52.0
1754,000383,2.jpg,5,282.0,30.0
1755,000383,3.jpg,4,231.0,65.0
1756,000383,4.jpg,6,261.0,29.0
1757,000383,5.jpg,6,284.0,21.0
1758,000384,1.jpg,4,694.0,57.0
1759,000384,2.jpg,2,503.0,266.0
1760,000384,3.jpg,3,413.0,120.0
1761,000384,4.jpg,0,0.0,0.0
1762,000385,1.jpg,4,208.0,37.0
1763,000385,2.jpg,5,215.0,45.0
1764,000385,3.jpg,5,246.0,9.0
1765,000385,4.jpg,1,199.0,0.0
1766,000385,5.jpg,1,49.0,0.0
1767,000386,1.jpg,2,76.0,22.0
1768,000386,2.jpg,3,134.0,41.0
1769,000386,3.jpg,3,100.0,41.0
1770,000386,4.jpg,5,92.0,10.0
1771,000387,1.jpg,9,581.0,24.0
1772,000387,2.jpg,11,496.0,14.0
1773,000387,3.jpg,10,431.0,22.0
1774,000387,4.jpg,8,400.0,19.0
1775,000387,5.jpg,10,435.0,17.0
1776,000388,1.jpg,0,0.0,0.0
1777,000388,2.jpg,0,0.0,0.0
1778,000388,3.jpg,0,0.0,0.0
1779,000388,4.jpg,1,186.0,0.0
1780,000389,1.jpg,4,251.0,116.0
1781,000389,2.jpg,1,1088.0,0.0
1782,000389,3.jpg,3,455.0,207.0
1783,000389,4.jpg,6,520.0,35.0
1784,000390,1.jpg,3,439.0,156.0
1785,000390,2.jpg,6,466.0,122.0
1786,000390,3.jpg,4,494.0,196.0
1787,000390,4.jpg,8,391.0,49.0
1788,000390,5.jpg,8,391.0,49.0
1789,000391,1.jpg,8,695.0,9.0
1790,000391,2.jpg,9,573.0,10.0
1791,000391,3.jpg,8,607.0,10.0
1792,000391,4.jpg,3,172.0,52.0
1793,000392,1.jpg,7,639.0,37.0
1794,000392,2.jpg,4,630.0,78.0
1795,000392,3.jpg,4,836.0,60.0
1796,000392,4.jpg,4,704.0,72.0
1797,000393,1.jpg,5,558.0,53.0
1798,000393,2.jpg,5,426.0,35.0
1799,000393,3.jpg,6,497.0,51.0
1800,000393,4.jpg,7,416.0,29.0
1801,000393,5.jpg,6,521.0,132.0
1802,000394,1.jpg,8,221.0,10.0
1803,000394,2.jpg,2,254.0,245.0
1804,000394,3.jpg,7,381.0,86.0
1805,000394,4.jpg,8,198.0,25.0
1806,000394,5.jpg,4,230.0,57.0
1807,000395,1.jpg,0,0.0,0.0
1808,000395,2.jpg,0,0.0,0.0
1809,000395,3.jpg,0,0.0,0.0
1810,000395,4.jpg,1,449.0,0.0
1811,000395,5.jpg,2,424.0,848.0
1812,000396,1.jpg,1,211.0,0.0
1813,000396,2.jpg,2,214.0,37.0
1814,000396,3.jpg,1,206.0,0.0
1815,000396,4.jpg,2,156.0,143.0
1816,000396,5.jpg,1,221.0,0.0
1817,000397,1.jpg,4,254.0,85.0
1818,000397,2.jpg,3,183.0,115.0
1819,000397,3.jpg,5,138.0,14.0
1820,000397,4.jpg,5,211.0,27.0
1821,000397,5.jpg,4,297.0,127.0
1822,000398,1.jpg,7,397.0,19.0
1823,000398,2.jpg,7,409.0,24.0
1824,000398,3.jpg,8,389.0,33.0
1825,000398,4.jpg,6,371.0,78.0
1826,000398,5.jpg,6,397.0,88.0
1827,000399,1.jpg,8,338.0,44.0
1828,000399,2.jpg,7,354.0,33.0
1829,000399,3.jpg,8,495.0,23.0
1830,000399,4.jpg,5,455.0,97.0
1831,000400,1.jpg,9,548.0,18.0
1832,000400,2.jpg,8,445.0,37.0
1833,000400,3.jpg,3,279.0,99.0
1834,000400,4.jpg,3,481.0,91.0
1835,000401,1.jpg,0,0.0,0.0
1836,000401,2.jpg,1,302.0,0.0
1837,000401,3.jpg,1,278.0,0.0
1838,000401,4.jpg,3,253.0,225.0
1839,000401,5.jpg,2,252.0,121.0
1840,000402,1.jpg,3,664.0,99.0
1841,000402,2.jpg,4,615.0,16.0
1842,000402,3.jpg,5,636.0,27.0
1843,000402,4.jpg,4,645.0,35.0
1844,000402,5.jpg,9,732.0,26.0
1845,000403,1.jpg,8,227.0,58.0
1846,000403,2.jpg,9,298.0,9.0
1847,000403,3.jpg,9,444.0,12.0
1848,000403,4.jpg,5,194.0,30.0
1849,000404,1.jpg,0,0.0,0.0
1850,000404,2.jpg,0,0.0,0.0
1851,000404,3.jpg,0,0.0,0.0
1852,000404,4.jpg,0,0.0,0.0
1853,000405,1.jpg,4,411.0,57.0
1854,000405,2.jpg,4,402.0,47.0
1855,000405,3.jpg,11,594.0,12.0
1856,000405,4.jpg,6,535.0,11.0
1857,000406,1.jpg,5,288.0,17.0
1858,000406,2.jpg,4,289.0,50.0
1859,000406,3.jpg,4,328.0,32.0
1860,000406,4.jpg,6,350.0,52.0
1861,000407,1.jpg,7,214.0,23.0
1862,000407,2.jpg,6,200.0,15.0
1863,000407,3.jpg,4,169.0,19.0
1864,000407,4.jpg,4,151.0,35.0
1865,000407,5.jpg,6,152.0,15.0
1866,000408,1.jpg,4,341.0,15.0
1867,000408,2.jpg,4,343.0,21.0
1868,000408,3.jpg,4,380.0,31.0
1869,000408,4.jpg,4,409.0,53.0
1870,000408,5.jpg,5,99.0,11.0
1871,000409,1.jpg,5,244.0,44.0
1872,000409,2.jpg,7,306.0,24.0
1873,000409,3.jpg,8,408.0,31.0
1874,000409,4.jpg,5,218.0,48.0
1875,000409,5.jpg,4,462.0,178.0
1876,000410,1.jpg,7,418.0,23.0
1877,000410,2.jpg,3,335.0,201.0
1878,000410,3.jpg,3,281.0,22.0
1879,000410,4.jpg,4,421.0,198.0
1880,000411,1.jpg,3,321.0,16.0
1881,000411,2.jpg,3,304.0,36.0
1882,000411,3.jpg,4,407.0,133.0
1883,000411,4.jpg,4,451.0,201.0
1884,000412,1.jpg,13,590.0,4.0
1885,000412,2.jpg,13,356.0,34.0
1886,000412,3.jpg,14,301.0,13.0
1887,000412,4.jpg,11,352.0,16.0
1888,000413,1.jpg,3,545.0,75.0
1889,000413,2.jpg,5,562.0,29.0
1890,000413,3.jpg,5,596.0,52.0
1891,000413,4.jpg,3,550.0,55.0
1892,000414,1.jpg,3,251.0,69.0
1893,000414,2.jpg,2,178.0,85.0
1894,000414,3.jpg,3,615.0,243.0
1895,000414,4.jpg,2,637.0,932.0
1896,000414,5.jpg,4,535.0,180.0
1897,000415,1.jpg,5,626.0,29.0
1898,000415,2.jpg,6,538.0,29.0
1899,000415,3.jpg,8,507.0,23.0
1900,000415,4.jpg,5,730.0,40.0
1901,000416,1.jpg,8,485.0,48.0
1902,000416,2.jpg,8,454.0,23.0
1903,000416,3.jpg,10,443.0,39.0
1904,000416,4.jpg,7,454.0,24.0
1905,000417,1.jpg,3,428.0,39.0
1906,000417,2.jpg,5,311.0,18.0
1907,000417,3.jpg,10,281.0,19.0
1908,000417,4.jpg,10,257.0,23.0
1909,000417,5.jpg,9,310.0,16.0
1910,000418,1.jpg,2,405.0,172.0
1911,000418,2.jpg,1,325.0,0.0
1912,000418,3.jpg,2,462.0,253.0
1913,000418,4.jpg,2,534.0,224.0
1914,000418,5.jpg,2,537.0,194.0
1915,000419,1.jpg,1,96.0,0.0
1916,000419,2.jpg,3,701.0,73.0
1917,000419,3.jpg,3,499.0,29.0
1918,000419,4.jpg,5,559.0,16.0
1919,000419,5.jpg,7,589.0,48.0
1920,000420,1.jpg,4,773.0,90.0
1921,000420,2.jpg,2,631.0,465.0
1922,000420,3.jpg,2,668.0,583.0
1923,000420,4.jpg,1,43.0,0.0
1924,000420,5.jpg,0,0.0,0.0
1925,000421,1.jpg,1,225.0,0.0
1926,000421,2.jpg,2,208.0,417.0
1927,000421,3.jpg,3,513.0,317.0
1928,000421,4.jpg,2,551.0,1103.0
1929,000421,5.jpg,3,430.0,212.0
1930,000422,1.jpg,1,376.0,0.0
1931,000422,2.jpg,1,404.0,0.0
1932,000422,3.jpg,5,303.0,14.0
1933,000422,4.jpg,5,365.0,22.0
1934,000423,1.jpg,6,398.0,82.0
1935,000423,2.jpg,8,346.0,49.0
1936,000423,3.jpg,4,226.0,32.0
1937,000423,4.jpg,4,275.0,59.0
1938,000424,1.jpg,4,696.0,58.0
1939,000424,2.jpg,4,596.0,58.0
1940,000424,3.jpg,4,625.0,73.0
1941,000424,4.jpg,2,735.0,203.0
1942,000425,1.jpg,5,278.0,55.0
1943,000425,2.jpg,3,118.0,72.0
1944,000425,3.jpg,5,163.0,39.0
1945,000425,4.jpg,4,113.0,47.0
1946,000426,1.jpg,2,357.0,124.0
1947,000426,2.jpg,2,222.0,444.0
1948,000426,3.jpg,2,524.0,691.0
1949,000426,4.jpg,3,331.0,28.0
1950,000426,5.jpg,2,312.0,624.0
1951,000427,1.jpg,3,323.0,19.0
1952,000427,2.jpg,3,383.0,78.0
1953,000427,3.jpg,3,327.0,56.0
1954,000427,4.jpg,4,193.0,133.0
1955,000428,1.jpg,6,114.0,13.0
1956,000428,2.jpg,7,132.0,1.0
1957,000428,3.jpg,6,140.0,15.0
1958,000428,4.jpg,8,117.0,0.0
1959,000428,5.jpg,6,116.0,17.0
1960,000429,1.jpg,0,0.0,0.0
1961,000429,2.jpg,1,1.0,0.0
1962,000429,3.jpg,0,0.0,0.0
1963,000429,4.jpg,0,0.0,0.0
1964,000429,5.jpg,0,0.0,0.0
1965,000430,1.jpg,4,284.0,21.0
1966,000430,2.jpg,5,270.0,16.0
1967,000430,3.jpg,4,328.0,6.0
1968,000430,4.jpg,2,208.0,313.0
1969,000430,5.jpg,4,234.0,53.0
1970,000431,1.jpg,1,101.0,0.0
1971,000431,2.jpg,0,0.0,0.0
1972,000431,3.jpg,0,0.0,0.0
1973,000431,4.jpg,2,454.0,65.0
1974,000431,5.jpg,1,515.0,0.0
1975,000432,1.jpg,4,201.0,30.0
1976,000432,2.jpg,5,201.0,35.0
1977,000432,3.jpg,4,217.0,84.0
1978,000432,4.jpg,3,240.0,110.0
1979,000432,5.jpg,6,254.0,15.0
1980,000433,1.jpg,4,353.0,17.0
1981,000433,2.jpg,5,401.0,10.0
1982,000433,3.jpg,1,469.0,0.0
1983,000433,4.jpg,2,488.0,111.0
1984,000433,5.jpg,4,576.0,72.0
1985,000434,1.jpg,7,505.0,12.0
1986,000434,2.jpg,4,729.0,126.0
1987,000434,3.jpg,2,565.0,239.0
1988,000434,4.jpg,4,618.0,87.0
1989,000434,5.jpg,7,523.0,9.0
1990,000435,1.jpg,0,0.0,0.0
1991,000435,2.jpg,0,0.0,0.0
1992,000435,3.jpg,0,0.0,0.0
1993,000435,4.jpg,0,0.0,0.0
1994,000435,5.jpg,0,0.0,0.0
1995,000436,1.jpg,0,0.0,0.0
1996,000436,2.jpg,0,0.0,0.0
1997,000436,3.jpg,3,230.0,47.0
1998,000436,4.jpg,2,207.0,223.0
1999,000437,1.jpg,4,455.0,128.0
2000,000437,2.jpg,2,358.0,211.0
2001,000437,3.jpg,3,513.0,208.0
2002,000437,4.jpg,6,346.0,49.0
2003,000438,1.jpg,1,459.0,0.0
2004,000438,2.jpg,0,0.0,0.0
2005,000438,3.jpg,1,47.0,0.0
2006,000438,4.jpg,0,0.0,0.0
2007,000439,1.jpg,2,244.0,92.0
2008,000439,2.jpg,3,309.0,23.0
2009,000439,3.jpg,2,317.0,312.0
2010,000439,4.jpg,1,211.0,0.0
2011,000440,1.jpg,5,243.0,7.0
2012,000440,2.jpg,4,249.0,20.0
2013,000440,3.jpg,4,454.0,210.0
2014,000440,4.jpg,4,322.0,50.0
2015,000441,1.jpg,1,64.0,0.0
2016,000441,2.jpg,3,79.0,21.0
2017,000441,3.jpg,4,121.0,20.0
2018,000441,4.jpg,4,144.0,83.0
2019,000441,5.jpg,2,150.0,301.0
2020,000442,1.jpg,8,371.0,8.0
2021,000442,2.jpg,8,345.0,21.0
2022,000442,3.jpg,5,286.0,24.0
2023,000442,4.jpg,7,282.0,18.0
2024,000443,1.jpg,4,289.0,41.0
2025,000443,2.jpg,3,369.0,167.0
2026,000443,3.jpg,3,394.0,202.0
2027,000443,4.jpg,3,454.0,282.0
2028,000443,5.jpg,4,326.0,32.0
2029,000444,1.jpg,4,175.0,30.0
2030,000444,2.jpg,3,140.0,77.0
2031,000444,3.jpg,4,201.0,40.0
2032,000444,4.jpg,6,171.0,25.0
2033,000445,1.jpg,1,273.0,0.0
2034,000445,2.jpg,2,293.0,192.0
2035,000445,3.jpg,4,324.0,120.0
2036,000445,4.jpg,1,374.0,0.0
2037,000445,5.jpg,2,559.0,629.0
2038,000446,1.jpg,8,449.0,2.0
2039,000446,2.jpg,7,393.0,27.0
2040,000446,3.jpg,5,571.0,37.0
2041,000446,4.jpg,9,505.0,16.0
2042,000446,5.jpg,7,749.0,16.0
2043,000447,1.jpg,0,0.0,0.0
2044,000447,2.jpg,0,0.0,0.0
2045,000447,3.jpg,0,0.0,0.0
2046,000447,4.jpg,0,0.0,0.0
2047,000447,5.jpg,1,998.0,0.0
2048,000448,1.jpg,6,408.0,34.0
2049,000448,2.jpg,4,387.0,34.0
2050,000448,3.jpg,3,368.0,88.0
2051,000448,4.jpg,6,418.0,85.0
2052,000448,5.jpg,8,656.0,18.0
2053,000449,1.jpg,0,0.0,0.0
2054,000449,2.jpg,1,382.0,0.0
2055,000449,3.jpg,2,166.0,116.0
2056,000449,4.jpg,3,272.0,105.0
2057,000449,5.jpg,1,526.0,0.0
2058,000450,1.jpg,4,705.0,37.0
2059,000450,2.jpg,4,646.0,73.0
2060,000450,3.jpg,5,798.0,49.0
2061,000450,4.jpg,6,597.0,21.0
2062,000450,5.jpg,4,734.0,41.0
2063,000451,1.jpg,1,825.0,0.0
2064,000451,2.jpg,0,0.0,0.0
2065,000451,3.jpg,0,0.0,0.0
2066,000451,4.jpg,0,0.0,0.0
2067,000452,1.jpg,5,704.0,16.0
2068,000452,2.jpg,4,748.0,136.0
2069,000452,3.jpg,5,773.0,42.0
2070,000452,4.jpg,5,614.0,23.0
2071,000452,5.jpg,7,554.0,38.0
2072,000453,1.jpg,7,689.0,27.0
2073,000453,2.jpg,5,722.0,37.0
2074,000453,3.jpg,5,762.0,66.0
2075,000453,4.jpg,2,736.0,107.0
2076,000453,5.jpg,3,644.0,85.0
2077,000454,1.jpg,10,566.0,11.0
2078,000454,2.jpg,11,501.0,29.0
2079,000454,3.jpg,8,412.0,23.0
2080,000454,4.jpg,10,347.0,25.0
2081,000455,1.jpg,3,235.0,54.0
2082,000455,2.jpg,0,0.0,0.0
2083,000455,3.jpg,0,0.0,0.0
2084,000455,4.jpg,0,0.0,0.0
2085,000455,5.jpg,0,0.0,0.0
2086,000456,1.jpg,6,475.0,17.0
2087,000456,2.jpg,4,415.0,74.0
2088,000456,3.jpg,5,422.0,57.0
2089,000456,4.jpg,6,495.0,41.0
2090,000457,1.jpg,7,390.0,49.0
2091,000457,2.jpg,4,367.0,189.0
2092,000457,3.jpg,4,278.0,81.0
2093,000457,4.jpg,4,203.0,26.0
2094,000458,1.jpg,4,522.0,80.0
2095,000458,2.jpg,4,513.0,153.0
2096,000458,3.jpg,3,387.0,36.0
2097,000458,4.jpg,4,516.0,107.0
2098,000459,1.jpg,5,544.0,26.0
2099,000459,2.jpg,5,466.0,28.0
2100,000459,3.jpg,6,533.0,35.0
2101,000459,4.jpg,3,448.0,30.0
2102,000460,1.jpg,1,225.0,0.0
2103,000460,2.jpg,1,450.0,0.0
2104,000460,3.jpg,1,691.0,0.0
2105,000460,4.jpg,1,574.0,0.0
2106,000461,1.jpg,0,0.0,0.0
2107,000461,2.jpg,0,0.0,0.0
2108,000461,3.jpg,0,0.0,0.0
2109,000461,4.jpg,0,0.0,0.0
2110,000461,5.jpg,0,0.0,0.0
2111,000462,1.jpg,4,248.0,27.0
2112,000462,2.jpg,4,204.0,19.0
2113,000462,3.jpg,4,225.0,39.0
2114,000462,4.jpg,4,260.0,21.0
2115,000462,5.jpg,5,279.0,19.0
2116,000463,1.jpg,0,0.0,0.0
2117,000463,2.jpg,0,0.0,0.0
2118,000463,3.jpg,0,0.0,0.0
2119,000463,4.jpg,1,320.0,0.0
2120,000464,1.jpg,2,253.0,105.0
2121,000464,2.jpg,2,172.0,84.0
2122,000464,3.jpg,1,199.0,0.0
2123,000464,4.jpg,2,270.0,131.0
2124,000464,5.jpg,3,711.0,43.0
2125,000465,1.jpg,5,130.0,14.0
2126,000465,2.jpg,7,253.0,31.0
2127,000465,3.jpg,4,359.0,125.0
2128,000465,4.jpg,5,396.0,121.0
2129,000465,5.jpg,4,158.0,47.0
2130,000466,1.jpg,3,415.0,53.0
2131,000466,2.jpg,3,439.0,66.0
2132,000466,3.jpg,2,447.0,101.0
2133,000466,4.jpg,1,474.0,0.0
2134,000466,5.jpg,2,561.0,142.0
2135,000467,1.jpg,0,0.0,0.0
2136,000467,2.jpg,0,0.0,0.0
2137,000467,3.jpg,0,0.0,0.0
2138,000467,4.jpg,0,0.0,0.0
2139,000467,5.jpg,0,0.0,0.0
2140,000468,1.jpg,10,518.0,15.0
2141,000468,2.jpg,9,376.0,40.0
2142,000468,3.jpg,7,517.0,25.0
2143,000468,4.jpg,4,492.0,138.0
2144,000469,1.jpg,2,201.0,402.0
2145,000469,2.jpg,3,151.0,75.0
2146,000469,3.jpg,4,170.0,48.0
2147,000469,4.jpg,3,160.0,93.0
2148,000469,5.jpg,2,102.0,204.0
2149,000470,1.jpg,9,310.0,68.0
2150,000470,2.jpg,6,348.0,27.0
2151,000470,3.jpg,6,283.0,90.0
2152,000470,4.jpg,7,303.0,72.0
2153,000470,5.jpg,8,214.0,1.0
2154,000471,1.jpg,1,391.0,0.0
2155,000471,2.jpg,3,357.0,50.0
2156,000471,3.jpg,1,383.0,0.0
2157,000471,4.jpg,2,628.0,468.0
2158,000472,1.jpg,8,445.0,36.0
2159,000472,2.jpg,6,305.0,15.0
2160,000472,3.jpg,8,432.0,15.0
2161,000472,4.jpg,8,441.0,40.0
2162,000472,5.jpg,7,361.0,44.0
2163,000473,1.jpg,4,320.0,273.0
2164,000473,2.jpg,10,357.0,15.0
2165,000473,3.jpg,2,473.0,947.0
2166,000473,4.jpg,8,498.0,12.0
2167,000474,1.jpg,1,130.0,0.0
2168,000474,2.jpg,1,175.0,0.0
2169,000474,3.jpg,1,954.0,0.0
2170,000474,4.jpg,0,0.0,0.0
2171,000474,5.jpg,0,0.0,0.0
2172,000475,1.jpg,1,493.0,0.0
2173,000475,2.jpg,1,604.0,0.0
2174,000475,3.jpg,3,642.0,47.0
2175,000475,4.jpg,4,853.0,66.0
2176,000476,1.jpg,7,472.0,27.0
2177,000476,2.jpg,9,422.0,31.0
2178,000476,3.jpg,8,444.0,37.0
2179,000476,4.jpg,7,441.0,40.0
2180,000476,5.jpg,8,392.0,33.0
2181,000477,1.jpg,7,394.0,53.0
2182,000477,2.jpg,4,393.0,143.0
2183,000477,3.jpg,7,378.0,84.0
2184,000477,4.jpg,2,369.0,190.0
2185,000478,1.jpg,1,670.0,0.0
2186,000478,2.jpg,0,0.0,0.0
2187,000478,3.jpg,1,498.0,0.0
2188,000478,4.jpg,1,742.0,0.0
2189,000478,5.jpg,0,0.0,0.0
2190,000479,1.jpg,1,202.0,0.0
2191,000479,2.jpg,1,649.0,0.0
2192,000479,3.jpg,0,0.0,0.0
2193,000479,4.jpg,0,0.0,0.0
2194,000480,1.jpg,0,0.0,0.0
2195,000480,2.jpg,0,0.0,0.0
2196,000480,3.jpg,0,0.0,0.0
2197,000480,4.jpg,1,331.0,0.0
2198,000481,1.jpg,3,93.0,72.0
2199,000481,2.jpg,3,64.0,40.0
2200,000481,3.jpg,3,79.0,30.0
2201,000481,4.jpg,5,96.0,15.0
2202,000482,1.jpg,3,520.0,143.0
2203,000482,2.jpg,0,0.0,0.0
2204,000482,3.jpg,0,0.0,0.0
2205,000482,4.jpg,0,0.0,0.0
2206,000482,5.jpg,3,660.0,247.0
2207,000483,1.jpg,3,290.0,45.0
2208,000483,2.jpg,5,579.0,12.0
2209,000483,3.jpg,2,392.0,98.0
2210,000483,4.jpg,5,293.0,37.0
2211,000483,5.jpg,4,435.0,161.0
2212,000484,1.jpg,7,443.0,39.0
2213,000484,2.jpg,8,395.0,10.0
2214,000484,3.jpg,12,397.0,21.0
2215,000484,4.jpg,8,491.0,27.0
2216,000484,5.jpg,8,419.0,43.0
2217,000485,1.jpg,5,266.0,50.0
2218,000485,2.jpg,2,437.0,874.0
2219,000485,3.jpg,7,353.0,40.0
2220,000485,4.jpg,9,304.0,17.0
2221,000485,5.jpg,9,259.0,25.0
2222,000486,1.jpg,3,292.0,24.0
2223,000486,2.jpg,1,231.0,0.0
2224,000486,3.jpg,1,74.0,0.0
2225,000486,4.jpg,0,0.0,0.0
2226,000487,1.jpg,2,514.0,175.0
2227,000487,2.jpg,5,579.0,65.0
2228,000487,3.jpg,9,700.0,11.0
2229,000487,4.jpg,4,484.0,120.0
2230,000487,5.jpg,6,457.0,109.0
2231,000488,1.jpg,8,397.0,51.0
2232,000488,2.jpg,8,352.0,52.0
2233,000488,3.jpg,10,333.0,26.0
2234,000488,4.jpg,9,276.0,26.0
2235,000488,5.jpg,10,322.0,28.0
2236,000489,1.jpg,2,139.0,253.0
2237,000489,2.jpg,2,187.0,105.0
2238,000489,3.jpg,1,235.0,0.0
2239,000489,4.jpg,1,237.0,0.0
2240,000489,5.jpg,1,157.0,0.0
2241,000490,1.jpg,1,85.0,0.0
2242,000490,2.jpg,1,291.0,0.0
2243,000490,3.jpg,2,161.0,176.0
2244,000490,4.jpg,1,396.0,0.0
2245,000490,5.jpg,3,260.0,95.0
2246,000491,1.jpg,8,394.0,27.0
2247,000491,2.jpg,12,458.0,22.0
2248,000491,3.jpg,10,411.0,23.0
2249,000491,4.jpg,9,469.0,25.0
2250,000492,1.jpg,0,0.0,0.0
2251,000492,2.jpg,0,0.0,0.0
2252,000492,3.jpg,0,0.0,0.0
2253,000492,4.jpg,2,555.0,488.0
2254,000493,1.jpg,4,568.0,71.0
2255,000493,2.jpg,5,511.0,14.0
2256,000493,3.jpg,12,535.0,7.0
2257,000493,4.jpg,8,716.0,19.0
2258,000493,5.jpg,8,603.0,16.0
2259,000494,1.jpg,5,386.0,20.0
2260,000494,2.jpg,3,411.0,34.0
2261,000494,3.jpg,4,364.0,74.0
2262,000494,4.jpg,5,459.0,55.0
2263,000494,5.jpg,4,419.0,42.0
2264,000495,1.jpg,7,660.0,4.0
2265,000495,2.jpg,6,549.0,52.0
2266,000495,3.jpg,6,404.0,18.0
2267,000495,4.jpg,6,529.0,110.0
2268,000495,5.jpg,8,376.0,20.0
2269,000496,1.jpg,6,288.0,50.0
2270,000496,2.jpg,6,260.0,59.0
2271,000496,3.jpg,5,240.0,58.0
2272,000496,4.jpg,8,248.0,42.0
2273,000496,5.jpg,4,240.0,42.0
2274,000497,1.jpg,2,493.0,75.0
2275,000497,2.jpg,4,596.0,0.0
2276,000497,3.jpg,6,759.0,33.0
2277,000497,4.jpg,6,570.0,112.0
2278,000498,1.jpg,8,254.0,27.0
2279,000498,2.jpg,7,192.0,34.0
2280,000498,3.jpg,9,176.0,19.0
2281,000498,4.jpg,9,154.0,10.0
2282,000498,5.jpg,10,225.0,59.0
2283,000499,1.jpg,7,158.0,12.0
2284,000499,2.jpg,5,181.0,62.0
2285,000499,3.jpg,5,236.0,28.0
2286,000499,4.jpg,7,285.0,24.0
2287,000499,5.jpg,6,460.0,86.0
2288,000500,1.jpg,4,237.0,5.0
2289,000500,2.jpg,6,653.0,13.0
2290,000500,3.jpg,4,455.0,129.0
2291,000500,4.jpg,3,519.0,13.0
2292,000501,1.jpg,8,218.0,10.0
2293,000501,2.jpg,4,185.0,42.0
2294,000501,3.jpg,5,187.0,15.0
2295,000501,4.jpg,5,227.0,18.0
2296,000501,5.jpg,1,314.0,0.0
2297,000502,1.jpg,6,289.0,17.0
2298,000502,2.jpg,6,271.0,28.0
2299,000502,3.jpg,5,279.0,29.0
2300,000502,4.jpg,8,328.0,65.0
2301,000502,5.jpg,8,338.0,30.0
2302,000503,1.jpg,0,0.0,0.0
2303,000503,2.jpg,0,0.0,0.0
2304,000503,3.jpg,0,0.0,0.0
2305,000503,4.jpg,0,0.0,0.0
2306,000503,5.jpg,0,0.0,0.0
2307,000504,1.jpg,4,297.0,50.0
2308,000504,2.jpg,6,269.0,23.0
2309,000504,3.jpg,4,364.0,56.0
2310,000504,4.jpg,7,289.0,46.0
2311,000504,5.jpg,8,397.0,22.0
2312,000505,1.jpg,0,0.0,0.0
2313,000505,2.jpg,0,0.0,0.0
2314,000505,3.jpg,0,0.0,0.0
2315,000505,4.jpg,1,296.0,0.0
2316,000505,5.jpg,0,0.0,0.0
2317,000506,1.jpg,5,279.0,24.0
2318,000506,2.jpg,6,283.0,29.0
2319,000506,3.jpg,7,279.0,16.0
2320,000506,4.jpg,8,349.0,35.0
